Actual,Predicted,P_LOW,P_MODERATE,P_HIGH
LOW,LOW,0.8805061151415564,0.11948543079281654,8.45406562702139e-06
LOW,LOW,0.9973216461018071,0.0026723225577343526,6.031340458531971e-06
LOW,LOW,0.9142231871986798,0.085774674903478,2.1378978423878254e-06
LOW,LOW,0.9963822414663099,0.003612945245945786,4.813287744230388e-06
MODERATE,MODERATE,0.05038486039075711,0.9492656974019371,0.000349442207305709
MODERATE,MODERATE,0.012879659893987233,0.9663823514505572,0.020737988655455522
MODERATE,MODERATE,0.04741520080532931,0.9491344150639958,0.0034503841306748246
MODERATE,MODERATE,0.022747969402759707,0.9735856478320029,0.003666382765237439
MODERATE,MODERATE,0.08300427465087716,0.8672412753556659,0.04975444999345691
HIGH,HIGH,2.4275342902291628e-06,0.00965558112783439,0.9903419913378754
MODERATE,MODERATE,0.00019897321650293794,0.9970786665336314,0.0027223602498656426
MODERATE,MODERATE,0.0411309703569483,0.9585556290910454,0.00031340055200616373
MODERATE,MODERATE,0.0022813978939883613,0.9919934945209891,0.005725107585022394
MODERATE,MODERATE,0.08615920747842239,0.9079594063554286,0.005881386166149057
MODERATE,MODERATE,0.040937570168716124,0.9542767076038067,0.00478572222747705
MODERATE,MODERATE,0.016090766218627855,0.9576526712404008,0.026256562540971175
MODERATE,MODERATE,0.0783213530829404,0.9170062388769168,0.004672408040142819
MODERATE,MODERATE,0.07491706707683927,0.9182967593407688,0.00678617358239202
MODERATE,MODERATE,0.04647479253498231,0.9157345911471477,0.03779061631787004
MODERATE,MODERATE,0.00016365259588974166,0.9968629709037565,0.0029733765003538775
HIGH,HIGH,1.370987651175686e-06,0.06471126384908768,0.9352873651632612
MODERATE,MODERATE,0.040413196526990824,0.9592758242760169,0.00031097919699232297
MODERATE,MODERATE,0.004495871712576833,0.9852990528166888,0.01020507547073432
MODERATE,MODERATE,0.00834924112105401,0.9750504162739391,0.0166003426050068
MODERATE,MODERATE,0.09583833363829944,0.8972242468963554,0.0069374194653452894
MODERATE,MODERATE,0.06572008856740097,0.9269587031821092,0.0073212082504899405
MODERATE,MODERATE,0.07785367240307207,0.9216267838499695,0.0005195437469584674
MODERATE,MODERATE,0.010048713522045605,0.9738450879102885,0.01610619856766578
HIGH,HIGH,4.078782312072466e-06,0.04094177938680613,0.9590541418308819
HIGH,HIGH,2.6875021045381417e-06,0.010125239777579884,0.9898720727203156
HIGH,HIGH,1.238064277712858e-06,0.059165421266173454,0.9408333406695489
HIGH,HIGH,0.0023919862362507846,0.06676839953333785,0.9308396142304113
HIGH,HIGH,0.002563072427180095,0.04960306589824665,0.9478338616745732
HIGH,HIGH,0.0006941050048181713,0.032856153163936544,0.9664497418312453
HIGH,HIGH,0.0016837228875204808,0.04720442961132365,0.9511118475011558
HIGH,HIGH,2.979927761786517e-05,0.030851566468581844,0.9691186342538002
HIGH,HIGH,1.6615013171901384e-05,0.010384146454195777,0.9895992385326323
HIGH,HIGH,6.6478615637268785e-09,0.001301019530902584,0.9986989738212358
HIGH,HIGH,4.218131995873195e-06,0.02333192178491522,0.9766638600830888
HIGH,HIGH,3.4289246223382216e-06,0.005892760600526409,0.9941038104748512
HIGH,HIGH,0.0005202498365392681,0.02854764314027341,0.9709321070231873
HIGH,HIGH,0.0021644781281135025,0.02743554706311914,0.9703999748087673
HIGH,HIGH,0.0006941050048181713,0.032856153163936544,0.9664497418312453
HIGH,HIGH,0.00027264459342646774,0.03184156808204522,0.9678857873245283
HIGH,HIGH,0.001006004311257432,0.015308889764350502,0.983685105924392
HIGH,HIGH,2.2089933150015234e-05,0.013809453823079127,0.9861684562437708
HIGH,HIGH,1.082356317842805e-05,0.007261848204666932,0.9927273282321546
HIGH,HIGH,7.013933648421378e-09,0.0011327088165009192,0.9988672841695655
HIGH,HIGH,4.078782312072466e-06,0.04094177938680613,0.9590541418308819
HIGH,HIGH,3.2707716650064795e-06,0.006914020194928727,0.9930827090334062
HIGH,HIGH,0.0005508263655564986,0.02494180072753372,0.9745073729069098
HIGH,HIGH,0.00224543728286798,0.012874382290326917,0.984880180426805
HIGH,HIGH,0.0002560210655497009,0.026370261574895814,0.9733737173595545
LOW,LOW,0.9198974547201522,0.0800790894593413,2.345582050642537e-05
HIGH,HIGH,0.0016837228875204808,0.04720442961132365,0.9511118475011558
HIGH,HIGH,0.0013889629524153368,0.00657994859643839,0.9920310884511462
HIGH,HIGH,1.3782963128751548e-05,0.009171986379969816,0.9908142306569013
HIGH,HIGH,0.0005577324891932303,0.046846894091845816,0.952595373418961
LOW,LOW,0.8290533741684596,0.17088294038538662,6.368544615393351e-05
LOW,LOW,0.9225805215704219,0.0773881438245917,3.1334604986475754e-05
MODERATE,MODERATE,0.31104548829025275,0.584589103401781,0.10436540830796619
MODERATE,MODERATE,0.09541905089726788,0.9044215503721883,0.00015939873054401517
HIGH,HIGH,3.5531793906153107e-06,0.04131271202238358,0.9586837347982257
HIGH,HIGH,1.56455718145691e-06,0.031715871578832815,0.9682825638639856
MODERATE,MODERATE,0.0011362792347237602,0.6219670266584172,0.376896694106859
HIGH,HIGH,2.979927761786517e-05,0.030851566468581844,0.9691186342538002
LOW,LOW,0.9076685171610231,0.0923126778067168,1.8805032259883e-05
MODERATE,MODERATE,0.23074594074103746,0.5702436477994766,0.19901041145948606
MODERATE,MODERATE,0.1819085014624547,0.8173131009187223,0.0007783976188230148
HIGH,HIGH,1.5439547140028416e-05,0.016109101443623017,0.983875459009237
HIGH,HIGH,8.257695975969866e-09,0.0011976829371911875,0.9988023088051129
MODERATE,MODERATE,0.047002211507640286,0.9074079639540339,0.04558982453832584
HIGH,HIGH,0.003466764817758953,0.02112724426512481,0.9754059909171163
HIGH,HIGH,0.0003641042777126222,0.06327838943240476,0.9363575062898826
HIGH,HIGH,0.0012675783126832839,0.08392719430228143,0.9148052273850353
HIGH,HIGH,3.8449461643872025e-05,0.024160079152290136,0.9758014713860659
HIGH,HIGH,1.7317654522264384e-05,0.011939607457259895,0.988043074888218
MODERATE,MODERATE,0.0019328202014343879,0.9929690908447696,0.005098088953795994
MODERATE,MODERATE,0.087158316216244,0.906360648865522,0.0064810349182341034
MODERATE,MODERATE,0.08558903597076441,0.9051557227280984,0.009255241301137076
HIGH,HIGH,1.4875939946033233e-06,0.04057905263327536,0.9594194597727299
MODERATE,MODERATE,0.00038744605807155825,0.9940776638770923,0.00553489006483627
HIGH,HIGH,8.159559436276215e-05,0.1214056014604476,0.8785128029451897
HIGH,HIGH,0.00011353948446334458,0.13244253485422727,0.8674439256613095
MODERATE,MODERATE,0.09750932316366633,0.8389319585408667,0.06355871829546682
LOW,LOW,0.8299797933353572,0.16993884522551694,8.13614391258881e-05
LOW,LOW,0.9292616046991272,0.07069425173291986,4.414356795303263e-05
HIGH,HIGH,5.772864902736331e-09,0.0013481842398433625,0.9986518099872917
LOW,LOW,0.9082855564456445,0.09169498899693113,1.9454557424454587e-05
LOW,LOW,0.645545706834719,0.2523583338752612,0.10209595929001981
LOW,LOW,0.9682093513098584,0.031497306246129224,0.00029334244401233746
LOW,LOW,0.5322715322403699,0.3875371220663429,0.08019134569328726
LOW,LOW,0.9035570796277562,0.09640386135745177,3.905901479201668e-05
LOW,LOW,0.9340307888171921,0.06594560002010232,2.3611162705532337e-05
LOW,LOW,0.9771045985993179,0.022864022390360332,3.1379010321686565e-05
LOW,LOW,0.9992326892655988,0.0007672499349809427,6.079942027107394e-08
LOW,LOW,0.9967442989521768,0.0032549363328908095,7.647149324836666e-07
LOW,LOW,0.9980861748280212,0.0019138143754029275,1.0796575758626396e-08
HIGH,HIGH,5.423004977955085e-06,0.022363937183263478,0.9776306398117585
LOW,LOW,0.9697259999992656,0.03026506644974532,8.933550989274569e-06
LOW,LOW,0.9912745773379581,0.008725163311731631,2.5935031028935224e-07
LOW,LOW,0.9946937519543855,0.0053054074257374625,8.406198772719666e-07
LOW,LOW,0.9981304234292345,0.0018689932481301655,5.833226353274934e-07
LOW,LOW,0.9853006351027569,0.014596447852350135,0.00010291704489315994
LOW,LOW,0.9990280314150445,0.0009715951306021902,3.734543532276656e-07
LOW,LOW,0.9980911509220275,0.0019077824026059716,1.0666753664088873e-06
LOW,LOW,0.9978308909659063,0.0021653948767305854,3.714157363159782e-06
LOW,LOW,0.9940157233090557,0.005981228941117128,3.0477498270123837e-06
LOW,LOW,0.98475883957244,0.015240283470929721,8.769566304045572e-07
HIGH,HIGH,2.9422119066518966e-06,0.005608849103300581,0.9943882086847928
LOW,LOW,0.9875277871296508,0.012465423192755513,6.789677593777451e-06
LOW,LOW,0.8805061151415564,0.11948543079281654,8.45406562702139e-06
LOW,LOW,0.9962439772889986,0.003749742046269378,6.280664732109006e-06
LOW,LOW,0.9124274060541838,0.08757040464896543,2.1892968507892024e-06
LOW,LOW,0.9963822414663099,0.003612945245945786,4.813287744230388e-06
MODERATE,MODERATE,0.05522787030162497,0.9443672087765653,0.00040492092180967207
MODERATE,MODERATE,0.010897234204734275,0.9689640307518433,0.020138735043422392
MODERATE,MODERATE,0.050689601372471284,0.9458858718598845,0.003424526767644263
MODERATE,MODERATE,0.025364523568377782,0.9715214484907101,0.0031140279409122857
MODERATE,MODERATE,0.07314038173525864,0.8813846823829043,0.04547493588183708
HIGH,HIGH,0.0006495450424105364,0.02771352372778382,0.9716369312298057
MODERATE,MODERATE,0.00027103117540706325,0.9964246531025157,0.0033043157220773826
MODERATE,MODERATE,0.04128332713149097,0.9584594336018379,0.0002572392666710198
MODERATE,MODERATE,0.0023605703809513007,0.991974568891666,0.005664860727382681
MODERATE,MODERATE,0.07453353150283862,0.9192776111691285,0.006188857328032806
MODERATE,MODERATE,0.040937570168716124,0.9542767076038067,0.00478572222747705
MODERATE,MODERATE,0.017713053930349696,0.9556071653482652,0.02667978072138498
MODERATE,MODERATE,0.07228281416221993,0.9222795185120252,0.005437667325754818
MODERATE,MODERATE,0.06911820500682993,0.9240378461593982,0.006843948833771724
MODERATE,MODERATE,0.04765924162191264,0.917026878955261,0.03531387942282635
MODERATE,MODERATE,0.00016107740618690437,0.9973699206093667,0.002469001984446287
HIGH,HIGH,0.0017100802455397195,0.0299623163211914,0.9683276034332688
MODERATE,MODERATE,0.040413196526990824,0.9592758242760169,0.00031097919699232297
MODERATE,MODERATE,0.004495871712576833,0.9852990528166888,0.01020507547073432
MODERATE,MODERATE,0.0069880809591461625,0.9798222131292215,0.013189705911632174
MODERATE,MODERATE,0.094628401726248,0.8990881967310524,0.006283401542699563
MODERATE,MODERATE,0.0649163545931541,0.9278737748534518,0.007209870553394066
MODERATE,MODERATE,0.06991375127402703,0.9295339771841522,0.0005522715418207054
MODERATE,MODERATE,0.009819957279428367,0.9725123057178208,0.01766773700275083
HIGH,HIGH,3.0999700718225257e-06,0.04121060496685231,0.9587862950630759
HIGH,HIGH,3.19028469629362e-06,0.008708548132334354,0.9912882615829692
HIGH,HIGH,1.370987651175686e-06,0.06471126384908768,0.9352873651632612
HIGH,HIGH,0.00024866947708392665,0.028121971571390816,0.9716293589515251
HIGH,HIGH,0.002229945117087135,0.061021075129313006,0.9367489797535999
HIGH,HIGH,0.0006941050048181713,0.032856153163936544,0.9664497418312453
HIGH,HIGH,0.002090381599858151,0.04096160693007128,0.9569480114700706
HIGH,HIGH,4.3533142829853066e-05,0.032389310712590214,0.9675671561445799
HIGH,HIGH,1.5844453147360292e-05,0.012204223893494614,0.987779931653358
HIGH,HIGH,6.6478615637268785e-09,0.001301019530902584,0.9986989738212358
HIGH,HIGH,3.912006108680417e-06,0.01962861130800363,0.9803674766858876
HIGH,HIGH,3.2749017644930225e-06,0.0059754024835891205,0.9940213226146464
HIGH,HIGH,0.0005202498365392681,0.02854764314027341,0.9709321070231873
HIGH,HIGH,0.0016739901444947406,0.02631878165123829,0.9720072282042669
HIGH,HIGH,0.000976817397537065,0.013019700879411716,0.9860034817230513
HIGH,HIGH,0.00022644067809418666,0.03067920218389544,0.9690943571380104
HIGH,HIGH,0.0010981685605665535,0.013540067990336451,0.985361763449097
HIGH,HIGH,3.3974581420334225e-05,0.013499506403631028,0.9864665190149486
HIGH,HIGH,9.746566981454714e-06,0.007885765635765846,0.9921044877972527
HIGH,HIGH,7.013933648421378e-09,0.0011327088165009192,0.9988672841695655
HIGH,HIGH,4.078782312072466e-06,0.04094177938680613,0.9590541418308819
HIGH,HIGH,2.320782707547533e-06,0.008288111483695302,0.9917095677335972
HIGH,HIGH,0.0005508263655564986,0.02494180072753372,0.9745073729069098
HIGH,HIGH,0.00224543728286798,0.012874382290326917,0.984880180426805
HIGH,HIGH,0.00023304976614991148,0.02868241237936066,0.9710845378544894
MODERATE,MODERATE,0.22695476287108035,0.5813366615742173,0.19170857555470236
HIGH,HIGH,2.8186855339968084e-05,0.014049490327219302,0.9859223228174407
HIGH,HIGH,0.001075668617224024,0.007135219907414287,0.9917891114753616
HIGH,HIGH,9.89884674755577e-06,0.01055888366941353,0.989431217483839
HIGH,HIGH,0.0005948817373480255,0.034786000605166095,0.964619117657486
LOW,LOW,0.8154185945168261,0.184491755055714,8.965042746004552e-05
LOW,LOW,0.9291668808813658,0.07079935085363209,3.376826500224103e-05
MODERATE,MODERATE,0.3174229946632392,0.5808729838694789,0.10170402146728182
MODERATE,MODERATE,0.09581728220548268,0.9039977575589853,0.00018496023553196645
HIGH,HIGH,3.5531793906153107e-06,0.04131271202238358,0.9586837347982257
HIGH,HIGH,1.7540240558383182e-06,0.037152470326240854,0.9628457756497033
MODERATE,MODERATE,0.0011362792347237602,0.6219670266584172,0.376896694106859
HIGH,HIGH,9.95541002748888e-06,0.0069801382416440185,0.9930099063483286
LOW,LOW,0.9082855564456445,0.09169498899693113,1.9454557424454587e-05
MODERATE,MODERATE,0.2858840215499319,0.459085461084025,0.25503051736604315
MODERATE,MODERATE,0.1737514137695861,0.8254202760231362,0.0008283102072777126
HIGH,HIGH,1.5439547140028416e-05,0.016109101443623017,0.983875459009237
HIGH,HIGH,5.445489677284209e-09,0.0010627467400687344,0.9989372478144415
MODERATE,MODERATE,0.05397450596768434,0.894848983489782,0.051176510542533596
HIGH,HIGH,0.0038935499232883135,0.018711798573965484,0.9773946515027461
HIGH,HIGH,0.0004683675751480345,0.059786514589971904,0.9397451178348801
HIGH,HIGH,0.0012675783126832839,0.08392719430228143,0.9148052273850353
HIGH,HIGH,3.8449461643872025e-05,0.024160079152290136,0.9758014713860659
HIGH,HIGH,8.680598149685491e-09,0.0010656047282238865,0.998934386591178
MODERATE,MODERATE,0.002018334696954736,0.9929387611574427,0.005042904145602627
MODERATE,MODERATE,0.09278834143711175,0.9014567719725077,0.0057548865903804345
MODERATE,MODERATE,0.08477524178240826,0.9073698902226733,0.007854867994918403
HIGH,HIGH,1.370752616411998e-06,0.041404776231318746,0.9585938530160649
MODERATE,MODERATE,0.0004793117953330666,0.9942633072060637,0.005257380998603145
HIGH,HIGH,7.206964692216142e-05,0.12234475344151316,0.8775831769115646
HIGH,HIGH,8.951956165718897e-05,0.0978026437819354,0.9021078366564074
MODERATE,MODERATE,0.09993860244108416,0.8440568687627107,0.05600452879620511
LOW,LOW,0.8290533741684596,0.17088294038538662,6.368544615393351e-05
LOW,LOW,0.9225805215704219,0.0773881438245917,3.1334604986475754e-05
HIGH,HIGH,3.7683699544566264e-06,0.03615554249414508,0.9638406891359005
LOW,LOW,0.918261855034849,0.08171906061754565,1.9084347605458773e-05
LOW,LOW,0.645545706834719,0.2523583338752612,0.10209595929001981
LOW,LOW,0.964034633989863,0.03567913127422779,0.00028623473590933923
LOW,LOW,0.5325724588031137,0.3891428089906103,0.07828473220627605
LOW,LOW,0.8883398988064922,0.11161836931158137,4.173188192637003e-05
LOW,LOW,0.9382148545749971,0.061767079413263835,1.806601173899606e-05
LOW,LOW,0.9776103606037505,0.02236539397781899,2.4245418430652187e-05
LOW,LOW,0.9992326892655988,0.0007672499349809427,6.079942027107394e-08
LOW,LOW,0.9967442989521768,0.0032549363328908095,7.647149324836666e-07
LOW,LOW,0.9980861748280212,0.0019138143754029275,1.0796575758626396e-08
HIGH,HIGH,2.320782707547533e-06,0.008288111483695302,0.9917095677335972
LOW,LOW,0.969581523511,0.030409442972314772,9.033516685228656e-06
LOW,LOW,0.9896269750898385,0.010372705487748105,3.194224133492999e-07
LOW,LOW,0.9948018175429469,0.005196909713509501,1.2727435436317593e-06
LOW,LOW,0.9978897063926881,0.00210961589397461,6.777133373908842e-07
LOW,LOW,0.982169213242574,0.01771011718832756,0.00012066956909847664
LOW,LOW,0.9992467230718867,0.0007530045724267446,2.723556866059514e-07
LOW,LOW,0.9982773709057381,0.001721496350515975,1.1327437458937186e-06
LOW,LOW,0.9978308909659063,0.0021653948767305854,3.714157363159782e-06
LOW,LOW,0.9945736957261775,0.005423110661665952,3.1936121565285853e-06
LOW,LOW,0.9867518181072791,0.013247211974793281,9.69917927716557e-07
HIGH,HIGH,0.0006881656360687101,0.023796579372308828,0.9755152549916224
LOW,LOW,0.9816893166011517,0.018304165538645785,6.517860202559816e-06
LOW,LOW,0.8751050530903318,0.12488460519679669,1.0341712871482934e-05
LOW,LOW,0.9966321034080373,0.00336275521574065,5.141376221956124e-06
LOW,LOW,0.9256802273565223,0.0743173938793688,2.3787641089111405e-06
LOW,LOW,0.9961544096848327,0.0038406883871413334,4.901928025909391e-06
MODERATE,MODERATE,0.0523213270216517,0.9473012125705447,0.00037746040780372626
MODERATE,MODERATE,0.010897234204734275,0.9689640307518433,0.020138735043422392
MODERATE,MODERATE,0.04536851360940665,0.9510152561322487,0.0036162302583448544
MODERATE,MODERATE,0.021473964033314277,0.9754621613055827,0.0030638746611030025
MODERATE,MODERATE,0.0748436777877745,0.8800978905281378,0.045058431684087595
HIGH,HIGH,0.0029222715492571187,0.013884915817059607,0.9831928126336833
MODERATE,MODERATE,0.00024918756085487106,0.9971141766322076,0.0026366358069375333
MODERATE,MODERATE,0.0411309703569483,0.9585556290910454,0.00031340055200616373
MODERATE,MODERATE,0.0024372062349076384,0.9907767222544753,0.006786071510617023
MODERATE,MODERATE,0.087158316216244,0.906360648865522,0.0064810349182341034
MODERATE,MODERATE,0.04612936901615189,0.9490727975634707,0.004797833420377391
MODERATE,MODERATE,0.01896201258207402,0.9554490398586091,0.02558894755931697
MODERATE,MODERATE,0.07228281416221993,0.9222795185120252,0.005437667325754818
MODERATE,MODERATE,0.07491706707683927,0.9182967593407688,0.00678617358239202
MODERATE,MODERATE,0.04647479253498231,0.9157345911471477,0.03779061631787004
MODERATE,MODERATE,0.00018673541122268567,0.9972042922266005,0.0026089723621769857
HIGH,HIGH,0.0002470659614792896,0.02918038682025528,0.9705725472182655
MODERATE,MODERATE,0.038287136499055026,0.9614089112544929,0.0003039522464520892
MODERATE,MODERATE,0.004495871712576833,0.9852990528166888,0.01020507547073432
MODERATE,MODERATE,0.00834924112105401,0.9750504162739391,0.0166003426050068
MODERATE,MODERATE,0.0925984331594122,0.9011563827735212,0.006245184067066753
MODERATE,MODERATE,0.06572008856740097,0.9269587031821092,0.0073212082504899405
MODERATE,MODERATE,0.07111792990420385,0.9284158275037707,0.00046624259202546935
MODERATE,MODERATE,0.00876651040172661,0.9742154698436508,0.01701801975462264
HIGH,HIGH,4.078782312072466e-06,0.04094177938680613,0.9590541418308819
LOW,LOW,0.8243002269588732,0.1756202580904845,7.951495064216664e-05
LOW,LOW,0.7680272810071026,0.23193306218059626,3.965681230111022e-05
HIGH,HIGH,0.0016383135603730528,0.005136472957104392,0.9932252134825226
LOW,LOW,0.6028693133575368,0.39711056272200085,2.012392046239361e-05
HIGH,HIGH,0.0005948817373480255,0.034786000605166095,0.964619117657486
HIGH,HIGH,0.0017805358637952727,0.048726145194817334,0.9494933189413874
HIGH,HIGH,4.3533142829853066e-05,0.032389310712590214,0.9675671561445799
MODERATE,MODERATE,0.0648833258105823,0.9289905705968834,0.00612610359253445
MODERATE,MODERATE,0.04901628941447193,0.9506410848753644,0.0003426257101638276
HIGH,HIGH,3.941129074727891e-06,0.022877079666644547,0.9771189792042807
HIGH,HIGH,2.9422119066518966e-06,0.005608849103300581,0.9943882086847928
HIGH,HIGH,0.0005202498365392681,0.02854764314027341,0.9709321070231873
HIGH,HIGH,0.0016739901444947406,0.02631878165123829,0.9720072282042669
HIGH,HIGH,9.89884674755577e-06,0.01055888366941353,0.989431217483839
HIGH,HIGH,0.00027680658963561273,0.027515639104481338,0.972207554305883
HIGH,HIGH,0.0012966073096830283,0.011435316745819409,0.9872680759444975
HIGH,HIGH,2.2089933150015234e-05,0.013809453823079127,0.9861684562437708
HIGH,HIGH,9.746566981454714e-06,0.007885765635765846,0.9921044877972527
HIGH,HIGH,5.676670247948119e-09,0.0009484415935198944,0.9990515527298099
HIGH,HIGH,4.078782312072466e-06,0.04094177938680613,0.9590541418308819
HIGH,HIGH,2.320782707547533e-06,0.008288111483695302,0.9917095677335972
HIGH,HIGH,0.0007123473778487693,0.02457675775956286,0.9747108948625883
HIGH,HIGH,0.00224543728286798,0.012874382290326917,0.984880180426805
HIGH,HIGH,0.00028513627136394695,0.025554753770486646,0.9741601099581494
